Geography,Timeframe,Week,Type,Average_Price,Total_Bulk_and_Bags_Units,4046_Units,4225_Units,4770_Units,TotalBagged_Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Harrisburg/Scranton,Weekly,3/27/22 0:00,Organic,1.67475226,20679.37,409.03,470.09,0,19800.26,,,
Hartford/Springfield,Weekly,3/27/22 0:00,Organic,1.791406104,24302.12,791.07,3586.78,0,19924.27,,,
Houston,Weekly,3/27/22 0:00,Organic,1.40427411,30693.05,9398.56,324.68,0,20969.81,,,
Indianapolis,Weekly,3/27/22 0:00,Organic,1.880098586,12510.53,234.29,3369.76,0,8906.48,,,
Jacksonville,Weekly,3/27/22 0:00,Organic,1.342890288,32195.71,337.8,185.33,0,31672.58,,,
Las Vegas,Weekly,3/27/22 0:00,Organic,1.580111894,20828.16,5990.17,3117.73,0,11720.26,,,
Los Angeles,Weekly,3/27/22 0:00,Organic,1.813084376,144402.38,64028.27,5705.53,0,74668.58,,,
Louisville,Weekly,3/27/22 0:00,Organic,1.788585913,8957.94,23.21,4426.03,0,4508.7,,,
Miami/Ft. Lauderdale,Weekly,3/27/22 0:00,Organic,1.24639274,149677.43,1297.47,691.57,0,147688.39,,,
Nashville,Weekly,3/27/22 0:00,Organic,1.846733863,23458.07,62.59,6118.04,0,17277.45,,,
Northern New England,Weekly,3/27/22 0:00,Organic,1.930653767,17771.92,1933.93,418.4,0,15419.59,,,
New Orleans/Mobile,Weekly,3/27/22 0:00,Organic,1.449415044,15709.37,430.16,136.55,0,15142.66,,,
New York,Weekly,3/27/22 0:00,Organic,1.889886453,137685.35,14203.51,12785.77,19.92,110676.15,,,
Orlando,Weekly,3/27/22 0:00,Organic,1.216392311,109326.02,146.84,148.15,0,109031.03,,,
Peoria/Springfield,Weekly,3/27/22 0:00,Organic,1.727377738,7060.18,62.23,1235.9,0,5762.05,,,
Philadelphia,Weekly,3/27/22 0:00,Organic,1.827532917,30529.09,1336.61,2731.67,0,26460.81,,,
Phoenix/Tucson,Weekly,3/27/22 0:00,Organic,1.528893198,36729.38,8047.09,6010.77,0,22671.53,,,
Pittsburgh,Weekly,3/27/22 0:00,Organic,1.781877861,11805.14,1705.41,0,0,10099.74,,,
Portland,Weekly,3/27/22 0:00,Organic,2.366327734,40487.71,3127.05,23162.09,0,14198.57,,,
Providence,Weekly,3/27/22 0:00,Organic,1.741223863,6531.83,32.1,32.24,0,6467.48,,,
Raleigh/Greensboro,Weekly,3/27/22 0:00,Organic,1.693401976,30864.25,1143.4,3688.66,48.99,25983.21,,,
Richmond/Norfolk,Weekly,3/27/22 0:00,Organic,1.599709726,25043.63,252.21,3289.91,2.01,21499.5,,,
Roanoke,Weekly,3/27/22 0:00,Organic,1.645317954,12855.49,59.28,2799.51,0,9996.7,,,
Sacramento,Weekly,3/27/22 0:00,Organic,1.812091609,28770.03,5941.36,3880.72,0,18947.94,,,
San Diego,Weekly,3/27/22 0:00,Organic,1.940542423,26459.06,11867.63,1458.87,0,13132.55,,,
San Francisco,Weekly,3/27/22 0:00,Organic,2.049265303,80566.73,25136.91,7846.04,0,47583.78,,,
Seattle,Weekly,3/27/22 0:00,Organic,2.27848761,71089.14,607.42,54299.99,0,16181.73,,,
South Carolina,Weekly,3/27/22 0:00,Organic,1.554037884,44613.81,769.68,4193.99,66.45,39583.69,,,
Spokane,Weekly,3/27/22 0:00,Organic,2.386749807,4982.9,71.14,2972.71,0,1939.05,,,
St. Louis,Weekly,3/27/22 0:00,Organic,1.740871473,12664.7,1118.76,2546.73,0,8999.21,,,
Syracuse,Weekly,3/27/22 0:00,Organic,1.58974643,7501.6,330.45,100.01,0,7071.15,,,
Tampa,Weekly,3/27/22 0:00,Organic,1.120551122,107298.17,121.47,149.93,0,107026.76,,,
Toledo,Weekly,3/27/22 0:00,Organic,1.90259817,5154.01,90.12,1429.38,0,3634.51,,,
West Tex/New Mexico,Weekly,3/27/22 0:00,Organic,1.240136282,38862.47,4360.86,1302.78,0,33198.83,,,
Wichita,Weekly,3/27/22 0:00,Organic,1.684015331,4609.68,1694.34,3.91,0,2911.43,,,
California,Weekly,3/27/22 0:00,Organic,1.893964304,353296.32,129303.42,27151.11,0,196841.79,,,
Great Lakes,Weekly,3/27/22 0:00,Organic,1.772628552,234031.73,20793.95,46585.09,0,166652.69,,,
Midsouth,Weekly,3/27/22 0:00,Organic,1.720743808,295513.92,4191.51,47855.94,130.51,243335.96,,,
Northeast,Weekly,3/27/22 0:00,Organic,1.786112365,331663.85,18529.48,20588.8,5.24,292540.33,,,
Plains,Weekly,3/27/22 0:00,Organic,1.683509713,66163.72,9648.5,3930.26,0,52584.96,,,
South Central,Weekly,3/27/22 0:00,Organic,1.501918787,192254.49,36737.54,6218.52,0,149298.43,,,
Southeast,Weekly,3/27/22 0:00,Organic,1.28886112,676284.68,3472.76,22139.97,73.62,650598.34,,,
West,Weekly,3/27/22 0:00,Organic,1.928405821,366261.75,70266.31,123587.09,0,172408.35,,,
Total U.S.,Weekly,3/27/22 0:00,Organic,1.654939257,2515470.46,292943.48,298056.77,209.37,1924260.85,,,
Albany,Weekly,4/3/22 0:00,Conventional,1.267148066,134390.36,45459.57,61911.96,533.72,26485.1,,,
Atlanta,Weekly,4/3/22 0:00,Conventional,1.121291912,826766.31,553089,111870.31,1182.26,160624.74,,,
Baltimore/Washington,Weekly,4/3/22 0:00,Conventional,1.397561705,1180909.92,444956.63,189254.14,4008.22,542690.93,,,
Birmingham/Montgomery,Weekly,4/3/22 0:00,Conventional,1.300309168,357228.8,222430.87,27070,875.6,106852.34,,,
Boise,Weekly,4/3/22 0:00,Conventional,1.621337482,117830.82,67949.72,16083.54,11757.33,22040.24,,,
Boston,Weekly,4/3/22 0:00,Conventional,1.682007882,599111.93,155490.83,286065.64,1541.74,156013.73,,,
Buffalo/Rochester,Weekly,4/3/22 0:00,Conventional,1.33975126,231897.26,51564.93,41341.19,1313.2,137677.93,,,
Charlotte,Weekly,4/3/22 0:00,Conventional,1.434496357,394418.71,157773.78,56206.63,3395.84,177042.46,,,
Chicago,Weekly,4/3/22 0:00,Conventional,1.416612861,1063094.44,442502.89,212401.14,88162.36,320028.06,,,
Cincinnati/Dayton,Weekly,4/3/22 0:00,Conventional,1.171586297,362830.54,259532.88,48002.38,340.9,54954.38,,,
Columbus,Weekly,4/3/22 0:00,Conventional,1.161088014,309466.52,217488.06,31308.86,426.45,60243.15,,,
Dallas/Ft. Worth,Weekly,4/3/22 0:00,Conventional,1.085030768,1463722.72,814679.19,190592.56,10610.18,447840.8,,,
Denver,Weekly,4/3/22 0:00,Conventional,1.456973604,935205.85,387989.34,285281.42,38839.84,223095.25,,,
Detroit,Weekly,4/3/22 0:00,Conventional,1.151842451,540749.45,338915.16,47990.32,10520.59,143323.39,,,
Grand Rapids,Weekly,4/3/22 0:00,Conventional,1.453281249,182676.02,51718.4,39248.56,9442.14,82266.92,,,
Harrisburg/Scranton,Weekly,4/3/22 0:00,Conventional,1.359018931,422153.23,189257.45,70441.83,1512.6,160941.34,,,
Hartford/Springfield,Weekly,4/3/22 0:00,Conventional,1.502313255,372311.55,73102.89,201176.25,1344.61,96687.8,,,
Houston,Weekly,4/3/22 0:00,Conventional,1.113194502,1038385.89,673698.01,151740.72,13012.3,199934.87,,,
Indianapolis,Weekly,4/3/22 0:00,Conventional,1.136189235,300162.37,194507.86,36337.86,1045.76,68270.9,,,
Jacksonville,Weekly,4/3/22 0:00,Conventional,1.41564857,227107.31,151013.58,8219.05,719.03,67155.65,,,
Las Vegas,Weekly,4/3/22 0:00,Conventional,1.305388776,374812.02,221208.56,41960.26,13528.98,98114.23,,,
Los Angeles,Weekly,4/3/22 0:00,Conventional,1.469589389,2837710.64,1668761.09,62761.18,402182.76,704005.62,,,
Louisville,Weekly,4/3/22 0:00,Conventional,1.131012764,149140.34,93400.2,18502.27,230.79,37007.07,,,
Miami/Ft. Lauderdale,Weekly,4/3/22 0:00,Conventional,1.507531992,853835.31,613945.07,31500.92,4273.3,204116.02,,,
Nashville,Weekly,4/3/22 0:00,Conventional,1.218304586,343993.65,212229.59,27131.67,449.38,104183,,,
Northern New England,Weekly,4/3/22 0:00,Conventional,1.443181763,466766,216161.8,165864.07,445.52,84294.61,,,
New Orleans/Mobile,Weekly,4/3/22 0:00,Conventional,1.308145935,292879.55,146929.42,16751.99,1097.48,128100.66,,,
New York,Weekly,4/3/22 0:00,Conventional,1.578003141,2082911.34,600641.33,879451.9,14093.45,588724.65,,,
Orlando,Weekly,4/3/22 0:00,Conventional,1.39752496,525664.81,340297.93,12210.12,1809.88,171346.88,,,
Peoria/Springfield,Weekly,4/3/22 0:00,Conventional,1.156966174,168797.84,93476.68,16760.13,3136.29,55424.74,,,
Philadelphia,Weekly,4/3/22 0:00,Conventional,1.406794747,682063.83,247567.59,158089.6,2811.43,273595.2,,,
Phoenix/Tucson,Weekly,4/3/22 0:00,Conventional,1.050519137,1296823.89,905991.69,211402.18,17934.73,161495.3,,,
Pittsburgh,Weekly,4/3/22 0:00,Conventional,1.470407819,175334.44,101091.73,4809.54,484,68949.17,,,
Portland,Weekly,4/3/22 0:00,Conventional,1.538353197,609831.67,274129.99,195988.59,37396.08,102317,,,
Providence,Weekly,4/3/22 0:00,Conventional,1.67449692,94779.48,26083.24,45628.21,208.43,22859.6,,,
Raleigh/Greensboro,Weekly,4/3/22 0:00,Conventional,1.429520976,455259.54,184351.78,68369.09,3150.68,199388,,,
Richmond/Norfolk,Weekly,4/3/22 0:00,Conventional,1.274903632,352895.51,197876.18,43409.31,958.63,110651.4,,,
Roanoke,Weekly,4/3/22 0:00,Conventional,1.184187325,219149.99,134927.75,24945.45,187.95,59088.84,,,
Sacramento,Weekly,4/3/22 0:00,Conventional,1.729555861,397553.5,187435.56,112185.71,6355.74,91576.48,,,
San Diego,Weekly,4/3/22 0:00,Conventional,1.43589798,508814.08,275651.09,23364.89,64029.62,145768.48,,,
San Francisco,Weekly,4/3/22 0:00,Conventional,1.675693379,693889.03,446841.2,102707.77,7644.58,136695.47,,,
Seattle,Weekly,4/3/22 0:00,Conventional,1.778595009,520987.14,210264.73,222915.07,5261.17,82546.17,,,
South Carolina,Weekly,4/3/22 0:00,Conventional,1.306353118,567576.88,301904.1,69608.71,1353.23,194710.84,,,
Spokane,Weekly,4/3/22 0:00,Conventional,1.618735872,73634.54,33453.28,26631.86,283.74,13265.66,,,
St. Louis,Weekly,4/3/22 0:00,Conventional,1.110338152,280161.29,166687.29,14060.94,728.27,98684.79,,,
Syracuse,Weekly,4/3/22 0:00,Conventional,1.296067611,106395.15,29415.06,25581.38,377.22,51021.49,,,
Tampa,Weekly,4/3/22 0:00,Conventional,1.410603157,535404.08,378509.82,13950.74,1448.03,141495.49,,,
Toledo,Weekly,4/3/22 0:00,Conventional,1.158973108,167634.24,104325.53,21317.03,1369.01,40622.68,,,
West Tex/New Mexico,Weekly,4/3/22 0:00,Conventional,1.197583247,855266.91,410594.6,112065.81,6323.94,326282.56,,,
Wichita,Weekly,4/3/22 0:00,Conventional,1.106568185,117533.22,83025.74,5726.26,179.07,28602.14,,,
California,Weekly,4/3/22 0:00,Conventional,1.529840735,5624740.81,3258338.27,483576.04,547315.47,1335511.02,,,
Great Lakes,Weekly,4/3/22 0:00,Conventional,1.260133335,4797470.13,2518020.97,834663.56,139952.56,1304833.04,,,
Midsouth,Weekly,4/3/22 0:00,Conventional,1.318280201,4560305.77,2255814.47,602071.33,15393.38,1687026.59,,,
Northeast,Weekly,4/3/22 0:00,Conventional,1.501699421,5591056.33,1734942.28,2023985.78,18181.82,1813946.45,,,
Plains,Weekly,4/3/22 0:00,Conventional,1.353791541,2157574.26,1097976.72,285574.88,19662.8,754359.87,,,
South Central,Weekly,4/3/22 0:00,Conventional,1.163177737,5205990.62,2991923.76,596711.36,43683.9,1573671.6,,,
Southeast,Weekly,4/3/22 0:00,Conventional,1.34030472,5189455.35,3455596.71,333194.21,11636.43,1389027.99,,,
West,Weekly,4/3/22 0:00,Conventional,1.35780186,6654241.24,3586923.9,1549332.64,186078.85,1331905.86,,,
Total U.S.,Weekly,4/3/22 0:00,Conventional,1.358072247,39780834.5,20899537.07,6709109.8,981905.21,11190282.42,,,
Albany,Weekly,4/3/22 0:00,Organic,1.724414333,5020.26,208.23,359.72,0,4452.31,,,
Atlanta,Weekly,4/3/22 0:00,Organic,1.749541332,48651.32,192.65,13427.77,0,35030.91,,,
Baltimore/Washington,Weekly,4/3/22 0:00,Organic,1.67142071,84122.56,999.72,7717.31,2.08,75403.44,,,
Birmingham/Montgomery,Weekly,4/3/22 0:00,Organic,1.607768668,17952.69,118.5,792.82,0,17041.36,,,
Boise,Weekly,4/3/22 0:00,Organic,2.160803756,7843.13,4.57,4260.09,0,3578.48,,,
Boston,Weekly,4/3/22 0:00,Organic,1.816374526,37029.59,155.65,2188.74,0,34685.19,,,
Buffalo/Rochester,Weekly,4/3/22 0:00,Organic,1.674790186,17147.38,864.96,95.41,0,16187.01,,,
Charlotte,Weekly,4/3/22 0:00,Organic,1.735764686,27455.88,356.92,3195.75,17.63,23885.58,,,
Chicago,Weekly,4/3/22 0:00,Organic,1.758047375,66584.98,8833.24,16541.98,0,41209.77,,,
Cincinnati/Dayton,Weekly,4/3/22 0:00,Organic,1.909873446,19141.69,1252.1,8738.26,0,9151.34,,,
Columbus,Weekly,4/3/22 0:00,Organic,1.833886955,12668.77,1511.36,4161.61,0,6995.79,,,
Dallas/Ft. Worth,Weekly,4/3/22 0:00,Organic,1.570036212,62099.26,14758.22,1024.02,0,46317.02,,,
Denver,Weekly,4/3/22 0:00,Organic,1.87860717,47169.27,24645.55,800.36,0,21723.36,,,
Detroit,Weekly,4/3/22 0:00,Organic,1.534115549,32332.51,336.11,4757.19,0,27239.21,,,
Grand Rapids,Weekly,4/3/22 0:00,Organic,1.477856143,13377.35,36.21,896.99,0,12444.14,,,
Harrisburg/Scranton,Weekly,4/3/22 0:00,Organic,1.720839856,20959.07,352.81,451.73,0,20154.53,,,
Hartford/Springfield,Weekly,4/3/22 0:00,Organic,1.78743029,26064.13,763.79,4103.77,0,21196.58,,,
Houston,Weekly,4/3/22 0:00,Organic,1.490382968,31941.3,8273.29,426.6,0,23241.41,,,
Indianapolis,Weekly,4/3/22 0:00,Organic,1.697689055,12956.94,412.38,2901.86,0,9642.7,,,
Jacksonville,Weekly,4/3/22 0:00,Organic,1.31182305,33943.32,123.9,215.22,0,33604.21,,,
Las Vegas,Weekly,4/3/22 0:00,Organic,1.532883838,22302.66,6637.71,4000.08,0,11664.87,,,
Los Angeles,Weekly,4/3/22 0:00,Organic,1.942124008,147318.77,63424.5,8873.29,0,75020.98,,,
Louisville,Weekly,4/3/22 0:00,Organic,1.698059105,8449.46,1289.01,2552.23,0,4608.21,,,
Miami/Ft. Lauderdale,Weekly,4/3/22 0:00,Organic,1.24069278,161358.04,1470.93,678.34,0,159208.78,,,
Nashville,Weekly,4/3/22 0:00,Organic,1.817955312,23614.65,1858.06,5304.15,0,16452.44,,,
Northern New England,Weekly,4/3/22 0:00,Organic,1.862984048,18145.76,1504.52,304.56,0,16336.68,,,
New Orleans/Mobile,Weekly,4/3/22 0:00,Organic,1.458363269,15117.59,363.1,138.59,0,14615.89,,,
New York,Weekly,4/3/22 0:00,Organic,1.946223297,136066.83,14714.73,13237.88,19.92,108094.3,,,
Orlando,Weekly,4/3/22 0:00,Organic,1.224326742,113423.9,139.98,144.59,0,113139.33,,,
Peoria/Springfield,Weekly,4/3/22 0:00,Organic,1.683656879,7956.21,84.62,1222.01,0,6649.59,,,
Philadelphia,Weekly,4/3/22 0:00,Organic,1.879100456,32418.52,1558.72,2966.79,0,27893.01,,,
Phoenix/Tucson,Weekly,4/3/22 0:00,Organic,1.578209876,36696.72,7575.12,7791.26,0,21330.34,,,
Pittsburgh,Weekly,4/3/22 0:00,Organic,1.786070449,14052.44,1894.88,0,0,12157.56,,,
Portland,Weekly,4/3/22 0:00,Organic,2.280572421,46162.38,2431.65,29102.98,0,14627.74,,,
Providence,Weekly,4/3/22 0:00,Organic,1.715155269,6704.63,30.32,12.44,0,6661.86,,,
Raleigh/Greensboro,Weekly,4/3/22 0:00,Organic,1.700640138,35730.34,1132.06,3738.54,81.74,30778,,,
Richmond/Norfolk,Weekly,4/3/22 0:00,Organic,1.477469718,29940.51,1404.78,2560.22,0,25975.51,,,
Roanoke,Weekly,4/3/22 0:00,Organic,1.618017428,13675.56,1100.94,1998.06,0,10576.55,,,
Sacramento,Weekly,4/3/22 0:00,Organic,1.888294082,29441.84,6586.3,4578.96,0,18276.58,,,
San Diego,Weekly,4/3/22 0:00,Organic,2.067055144,27998.54,13259.47,1760.44,0,12978.64,,,
San Francisco,Weekly,4/3/22 0:00,Organic,2.028528324,85767.02,27046.91,7385.22,0,51334.9,,,
Seattle,Weekly,4/3/22 0:00,Organic,2.305377265,68915.87,690.65,51776.97,0,16448.25,,,
South Carolina,Weekly,4/3/22 0:00,Organic,1.531297934,47139.39,742.6,4390.55,57.82,41948.41,,,
Spokane,Weekly,4/3/22 0:00,Organic,2.275053936,5936.74,59.86,3705.39,0,2171.49,,,
St. Louis,Weekly,4/3/22 0:00,Organic,1.685164948,13280.88,1330.62,2128.88,0,9821.38,,,
Syracuse,Weekly,4/3/22 0:00,Organic,1.607100947,7032.23,237.82,77.18,0,6717.22,,,
Tampa,Weekly,4/3/22 0:00,Organic,1.124501245,109236.16,95.79,134.08,0,109006.29,,,
Toledo,Weekly,4/3/22 0:00,Organic,1.833752157,5318.73,286.9,1655.89,0,3375.94,,,
West Tex/New Mexico,Weekly,4/3/22 0:00,Organic,1.229209885,46078.37,7189.71,1943.7,0,36944.97,,,
Wichita,Weekly,4/3/22 0:00,Organic,1.657918936,4454.28,1729.08,6.79,0,2718.41,,,
California,Weekly,4/3/22 0:00,Organic,1.955943795,371437.23,133991.09,31067.51,0,206378.63,,,
Great Lakes,Weekly,4/3/22 0:00,Organic,1.73338896,243371.89,22865.53,47292.33,0,173214.03,,,
Midsouth,Weekly,4/3/22 0:00,Organic,1.676394217,323013.66,12365.38,41891.4,154.42,268602.46,,,
Northeast,Weekly,4/3/22 0:00,Organic,1.809625262,338724.9,19141.96,21310.33,5.19,298267.42,,,
Plains,Weekly,4/3/22 0:00,Organic,1.739921379,70786.06,12061.76,3626.56,0,55097.74,,,
South Central,Weekly,4/3/22 0:00,Organic,1.4948621,207861.21,37316.24,5551.28,0,164993.68,,,
Southeast,Weekly,4/3/22 0:00,Organic,1.283137962,708223.66,4092.44,25264.84,64.47,678801.9,,,
West,Weekly,4/3/22 0:00,Organic,1.917740081,382279.9,74072.1,135961.18,0,172246.62,,,
Total U.S.,Weekly,4/3/22 0:00,Organic,1.654980724,2645698.5,315906.5,311965.43,224.08,2017602.49,,,
Albany,Weekly,4/10/22 0:00,Conventional,1.185525585,159598.85,63662.79,71038.89,473.94,24423.23,,,
Atlanta,Weekly,4/10/22 0:00,Conventional,1.272499959,813620.29,491536.55,157104.35,1052.74,163926.65,,,
Baltimore/Washington,Weekly,4/10/22 0:00,Conventional,1.410509894,1138518.42,444899.56,192533.12,5365.37,495720.38,,,
Birmingham/Montgomery,Weekly,4/10/22 0:00,Conventional,1.276803558,357573.18,211416.08,31923.01,906.92,113327.17,,,
Boise,Weekly,4/10/22 0:00,Conventional,1.5312789,114771.56,55050.89,15673.62,11540.9,32506.15,,,
Boston,Weekly,4/10/22 0:00,Conventional,1.614708907,663094.14,232155.18,264803.48,1348.36,164787.13,,,
Buffalo/Rochester,Weekly,4/10/22 0:00,Conventional,1.375412756,224293.15,52613.51,41977.59,1606.07,128095.98,,,
Charlotte,Weekly,4/10/22 0:00,Conventional,1.368253071,378163.75,155971.83,54553.23,4116.72,163521.98,,,
Chicago,Weekly,4/10/22 0:00,Conventional,1.47035216,1360015.47,791402.68,107483.13,82338.79,378790.87,,,
Cincinnati/Dayton,Weekly,4/10/22 0:00,Conventional,1.201488451,364205.41,244477.6,47313.51,339.13,72075.16,,,
Columbus,Weekly,4/10/22 0:00,Conventional,1.161330698,307875.33,220827.09,21026.76,400.12,65621.36,,,
Dallas/Ft. Worth,Weekly,4/10/22 0:00,Conventional,0.99625166,1656350.06,761232.16,192767.68,10281.65,692068.57,,,
Denver,Weekly,4/10/22 0:00,Conventional,1.470490617,945650.07,384604.59,261560.57,31066.22,268418.69,,,
Detroit,Weekly,4/10/22 0:00,Conventional,1.261271487,512432.9,289183.64,53020.92,10761.4,159466.94,,,
Grand Rapids,Weekly,4/10/22 0:00,Conventional,1.599561236,160204.9,55432.36,37534.97,8773.91,58463.65,,,
Harrisburg/Scranton,Weekly,4/10/22 0:00,Conventional,1.329769286,427972.85,189856.87,76105.17,845.54,161165.28,,,
Hartford/Springfield,Weekly,4/10/22 0:00,Conventional,1.490181191,399855.46,100802.03,199698.35,741.65,98613.43,,,
Houston,Weekly,4/10/22 0:00,Conventional,1.077432086,1067369.17,589314.89,155541.6,14342.43,308170.26,,,
Indianapolis,Weekly,4/10/22 0:00,Conventional,1.166040524,306002.71,193883.49,28341.38,1031.99,82745.84,,,
Jacksonville,Weekly,4/10/22 0:00,Conventional,1.411533816,222012.15,144574.05,10928.47,689.2,65820.43,,,
Las Vegas,Weekly,4/10/22 0:00,Conventional,1.324352061,381689.96,207786.25,44306.27,3170.05,126427.39,,,
Los Angeles,Weekly,4/10/22 0:00,Conventional,1.479835817,2947354.77,1783029.57,57273.52,366389.8,740661.88,,,
Louisville,Weekly,4/10/22 0:00,Conventional,1.289077915,138985.62,68350.45,34182.88,259.37,36192.92,,,
Miami/Ft. Lauderdale,Weekly,4/10/22 0:00,Conventional,1.509439236,862217.23,612624.26,28829.14,4038.68,216725.15,,,
Nashville,Weekly,4/10/22 0:00,Conventional,1.226535173,343772.16,176883.23,39797.21,355.53,126736.18,,,
Northern New England,Weekly,4/10/22 0:00,Conventional,1.138851047,649639.43,328931.6,244531.74,336.25,75839.83,,,
New Orleans/Mobile,Weekly,4/10/22 0:00,Conventional,1.258627995,299933.88,140414.23,15766.24,1030.53,142722.88,,,
New York,Weekly,4/10/22 0:00,Conventional,1.561256708,2243486.08,554684.44,1070714.62,14708.5,603378.51,,,
Orlando,Weekly,4/10/22 0:00,Conventional,1.411518763,522757.21,331495.13,12610.7,1709.5,176941.89,,,
Peoria/Springfield,Weekly,4/10/22 0:00,Conventional,1.193317726,173296.81,93498.02,16392.12,2768.18,60638.49,,,
Philadelphia,Weekly,4/10/22 0:00,Conventional,1.404344842,715622.61,246705.07,204526.95,1966.31,262424.29,,,
Phoenix/Tucson,Weekly,4/10/22 0:00,Conventional,1.062001946,1317421.84,918806.72,185736.5,19366.46,193512.16,,,
Pittsburgh,Weekly,4/10/22 0:00,Conventional,1.123241545,233725.01,162535.2,4695.43,468.2,66026.18,,,
Portland,Weekly,4/10/22 0:00,Conventional,1.402261306,633084.89,311483.53,148365.64,30658.19,142577.54,,,
Providence,Weekly,4/10/22 0:00,Conventional,1.694358549,98735.27,39707.06,35021.72,180.41,23826.08,,,
Raleigh/Greensboro,Weekly,4/10/22 0:00,Conventional,1.376558193,444261.48,184081.91,73172.31,3706.16,183301.1,,,
Richmond/Norfolk,Weekly,4/10/22 0:00,Conventional,1.263664075,355780.05,193199.45,56316.24,1200.2,105064.16,,,
Roanoke,Weekly,4/10/22 0:00,Conventional,1.245113825,216584.44,127410.76,29886.29,172.65,59114.74,,,
Sacramento,Weekly,4/10/22 0:00,Conventional,1.702584722,411004.58,201732.19,110235.55,7052.31,91984.53,,,
San Diego,Weekly,4/10/22 0:00,Conventional,1.461809602,563561.8,325568.74,20695.81,64852.26,152444.99,,,
San Francisco,Weekly,4/10/22 0:00,Conventional,1.635172685,745522.26,493631.11,96138.1,8994.76,146758.29,,,
Seattle,Weekly,4/10/22 0:00,Conventional,1.715702767,519335.1,194806.81,197153.01,1327.67,126047.6,,,
South Carolina,Weekly,4/10/22 0:00,Conventional,1.300030151,550494.66,282685.52,76072.46,1891.69,189844.99,,,
Spokane,Weekly,4/10/22 0:00,Conventional,1.52284167,78054.85,34160.85,22736.12,80.95,21076.93,,,
St. Louis,Weekly,4/10/22 0:00,Conventional,1.089447361,276149.96,165292.56,14482.56,792.36,95582.48,,,
Syracuse,Weekly,4/10/22 0:00,Conventional,1.288317088,108718.41,33878.79,27373.48,359.4,47106.74,,,
Tampa,Weekly,4/10/22 0:00,Conventional,1.418268874,533539.65,373878.3,12816.98,1357.63,145486.73,,,
Toledo,Weekly,4/10/22 0:00,Conventional,1.228405985,158515.32,100502.57,15270.71,1554.56,41187.48,,,
West Tex/New Mexico,Weekly,4/10/22 0:00,Conventional,1.213610108,859028.98,399252.86,109294.17,5867.95,344614,,,
Wichita,Weekly,4/10/22 0:00,Conventional,1.115580759,130359.66,70748.53,7532.36,143.53,51935.24,,,
California,Weekly,4/10/22 0:00,Conventional,1.52961,5908633.21,3540640.67,461774.93,510145.41,1396072.19,,,
Great Lakes,Weekly,4/10/22 0:00,Conventional,1.310091328,5055119.29,2830311.7,654933.86,133680.08,1436193.64,,,
Midsouth,Weekly,4/10/22 0:00,Conventional,1.316168982,4505117.06,2141753.95,690854.5,19239.33,1653269.27,,,
