INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,TUITIONFEE_IN,TUITIONFEE_OUT,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10
Moore College of Art and Design,Philadelphia,PA,19103-1179,Middle States Commission on Higher Education,www.moore.edu/,1,1,3,4,2,42,2,11,39.957078,-75.172105,0.5318,1180,355,NA,0.5577,0.1606,0.0704,0.0507,0,0.0085,47990,47990,20500,26000,5500,36600,37839
Moravian University,Bethlehem,PA,18018-6650,Middle States Commission on Higher Education,www.moravian.edu/,1,1,3,4,2,42,2,13,40.630947,-75.383638,0.6702,1149,1864,NA,0.6985,0.0477,0.1518,0.0258,0.0027,0.0011,50500,50500,22000,26793,7500,55100,61860
Mount Aloysius College,Cresson,PA,16630-1999,Middle States Commission on Higher Education,www.mtaloy.edu/,1,1,3,4,2,42,2,31,40.459679,-78.600898,0.8595,1030,1097,NA,0.763,0.0283,0.01,0.0109,0.0055,0,25510,25510,16980,24287,8750,43200,46165
Muhlenberg College,Allentown,PA,18104,Middle States Commission on Higher Education,www.muhlenberg.edu/,1,1,3,4,2,42,2,12,40.596416,-75.508502,0.6551,1332,1933,NA,0.7196,0.0429,0.1123,0.0341,0,0.001,58205,58205,22000,25455,6755,65300,69107
Neumann University,Aston,PA,19014-1298,Middle States Commission on Higher Education,www.neumann.edu/,1,1,3,4,2,42,2,21,39.874876,-75.440022,0.8546,NA,1595,NA,0.521,0.2972,0.0828,0.0263,0.0019,0.0013,35700,35700,19630,27000,10313,47200,57817
New Castle School of Trades,New Castle,PA,16101,Accrediting Commission of Career Schools and Colleges,https://www.ncstrades.edu/,1,3,1,2,3,42,2,41,41.035228,-80.401417,NA,NA,628,NA,0.7866,0.1433,0.0191,0.0016,0.0016,0.0016,NA,NA,8315,9567,3668,39000,44814
Northampton County Area Community College,Bethlehem,PA,18020-7599,Middle States Commission on Higher Education,www.northampton.edu/,1,2,2,2,1,42,2,21,40.67253,-75.32351,NA,NA,7282,NA,0.4541,0.1386,0.2509,0.0297,0.0047,0.0012,5070,14820,9500,15495,8250,36400,41566
Heritage Valley Kennedy School of Nursing,McKees Rocks,PA,15136,Accreditation Commission for Education in Nursing,www.heritagevalley.org/,1,1,1,1,2,42,2,21,40.472356,-80.091066,0.4118,NA,39,NA,1,0,0,0,0,0,23900,23900,8250,PS,PS,PS,79831
Orleans Technical College,Philadelphia,PA,19114-1014,Accrediting Commission of Career Schools and Colleges,https://www.orleanstech.edu/,1,1,1,1,2,42,2,11,40.090338,-75.011324,0.6566,NA,227,NA,0.1806,0.4758,0.2291,0.0132,0,0.0044,NA,NA,7521,7521,3761,32300,38668
Salus University,Elkins Park,PA,19027-6262,Middle States Commission on Higher Education,https://www.salus.edu/,1,1,4,4,2,42,2,21,40.085774,-75.129511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,92200,
Pennsylvania Institute of Technology,Media,PA,19063-4098,Middle States Commission on Higher Education,www.pit.edu/,1,1,1,2,2,42,2,21,39.908335,-75.38893,NA,NA,650,NA,0.1846,0.6292,0.0262,0.0062,0.0062,0,14175,14175,6334,16500,4978,32500,35703
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,Middle States Commission on Higher Education,https://behrend.psu.edu/,0,21,3,4,1,42,2,22,42.119417,-79.983818,0.9544,1207,3149,NA,0.7888,0.0337,0.0435,0.0438,0.0006,0.001,15904,26370,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Great Valley,Malvern,PA,19355-1488,Middle States Commission on Higher Education,https://greatvalley.psu.edu/,0,21,4,4,1,42,2,21,40.052444,-75.522409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,15068-1765,Middle States Commission on Higher Education,https://newkensington.psu.edu/,0,21,3,3,1,42,2,41,40.551056,-79.697461,0.9145,1156,440,NA,0.8091,0.0636,0.0545,0.0136,0,0,14340,23602,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,Middle States Commission on Higher Education,https://shenango.psu.edu/,0,21,3,3,1,42,2,21,41.235131,-80.50924,0.8698,NA,223,NA,0.704,0.139,0.0359,0.009,0,0.0045,13962,23044,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Wilkes-Barre,Dallas,PA,18627-0217,Middle States Commission on Higher Education,https://wilkesbarre.psu.edu/,0,21,3,3,1,42,2,41,41.305602,-76.016151,0.9525,1190,351,NA,0.7607,0.0969,0.0798,0.0114,0,0.0028,14218,23480,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Scranton,Dunmore,PA,18512-1602,Middle States Commission on Higher Education,https://scranton.psu.edu/,0,21,3,3,1,42,2,21,41.439843,-75.621401,0.9399,1130,860,NA,0.6593,0.0547,0.1279,0.1058,0.0035,0,15140,24834,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,Middle States Commission on Higher Education,https://lehighvalley.psu.edu/,0,21,3,3,1,42,2,21,40.559201,-75.40267,0.9408,1172,843,NA,0.516,0.0664,0.2159,0.1174,0,0,15140,24834,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,Middle States Commission on Higher Education,https://altoona.psu.edu/,0,21,3,3,1,42,2,13,40.541759,-78.409601,0.9576,1163,2565,NA,0.7368,0.0608,0.0733,0.0405,0.0016,0.0008,15904,26370,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,Middle States Commission on Higher Education,https://beaver.psu.edu/,0,21,3,3,1,42,2,21,40.678271,-80.296316,0.932,1164,503,NA,0.7137,0.0994,0.0875,0.0278,0,0,14218,23480,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,Middle States Commission on Higher Education,https://berks.psu.edu/,0,21,3,3,1,42,2,21,40.358839,-75.97329,0.9729,1193,2024,NA,0.6235,0.0781,0.1502,0.0667,0.0025,0,15904,26370,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,Middle States Commission on Higher Education,https://harrisburg.psu.edu/,0,21,3,4,1,42,2,21,40.204253,-76.741216,0.9555,1213,4053,NA,0.474,0.0952,0.0873,0.133,0.0012,0.0002,15904,26370,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,Middle States Commission on Higher Education,https://www.brandywine.psu.edu/,0,21,3,3,1,42,2,21,39.927123,-75.449704,0.9619,1179,1189,NA,0.5038,0.1741,0.09,0.1228,0,0,15140,24834,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,Middle States Commission on Higher Education,https://dubois.psu.edu/,0,21,2,3,1,42,2,33,41.127184,-78.751554,0.9237,1130,326,NA,0.9141,0.0153,0.0245,0.0092,0,0.0061,14340,23602,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,Middle States Commission on Higher Education,https://fayette.psu.edu/,0,21,3,3,1,42,2,23,39.946455,-79.659317,0.8073,1129,420,NA,0.8738,0.0452,0.0286,0.0119,0,0.0071,14340,23602,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,Middle States Commission on Higher Education,https://hazleton.psu.edu/,0,21,3,3,1,42,2,23,40.98396,-76.030975,0.8991,1145,470,NA,0.5404,0.0915,0.2447,0.0447,0,0.0021,15140,24834,19500,25000,9500,57200,63435
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,Middle States Commission on Higher Education,https://www.psu.edu/,1,21,3,4,1,42,2,13,40.7965,-77.862848,0.5521,1308,41417,NA,0.6288,0.0446,0.0838,0.0705,0.0011,0.0008,19835,38651,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,Middle States Commission on Higher Education,https://greaterallegheny.psu.edu/,0,21,3,3,1,42,2,21,40.345591,-79.827428,0.8765,1130,356,NA,0.5506,0.2247,0.059,0.0534,0,0.0028,14340,23602,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,Middle States Commission on Higher Education,https://montalto.psu.edu/,0,21,3,3,1,42,2,31,39.842212,-77.541797,0.913,1130,626,NA,0.7796,0.0431,0.0719,0.0383,0.0016,0,14340,23602,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,Middle States Commission on Higher Education,https://www.abington.psu.edu/,0,21,3,3,1,42,2,21,40.117101,-75.110724,0.9341,1188,3072,NA,0.4365,0.1354,0.1247,0.1794,0.0023,0.001,15200,25102,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,Middle States Commission on Higher Education,https://schuylkill.psu.edu/,0,21,3,3,1,42,2,32,40.640512,-76.166374,0.8578,1070,593,NA,0.6981,0.1265,0.0927,0.0304,0.0034,0.0017,15140,24834,19500,25000,9500,57200,63435
Pennsylvania State University-Penn State York,York,PA,17403-3326,Middle States Commission on Higher Education,https://www.york.psu.edu/,0,21,3,4,1,42,2,22,39.95283,-76.703486,0.9287,1194,662,NA,0.6616,0.0755,0.1042,0.0665,0.003,0.0015,15140,24834,19500,25000,9500,57200,63435
Peirce College,Philadelphia,PA,19103-5443,Middle States Commission on Higher Education,https://www.peirce.edu/,1,1,3,4,2,42,2,11,39.945483,-75.166332,NA,NA,761,NA,0.1919,0.5164,0.1353,0.0329,0.0079,0.0026,15060,15060,21875,31250,14459,50300,50660
Penn Commercial Business/Technical School,Washington,PA,15301-6822,Accrediting Commission of Career Schools and Colleges,www.penncommercial.edu/,1,1,1,2,3,42,2,21,40.182387,-80.238844,0.6458,NA,243,NA,0.7695,0.0741,0.0247,0.0494,0,0,12116,12116,8904,11638,4750,29600,31736
Pennco Tech-Bristol,Bristol,PA,19007,Accrediting Commission of Career Schools and Colleges,https://www.penncotech.edu/,1,1,1,2,3,42,2,21,40.097992,-74.870959,NA,NA,515,NA,0.468,0.235,0.2427,0.0214,0,0,NA,NA,6333,7917,4750,39000,43493
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,Middle States Commission on Higher Education,https://www.pafa.org/,1,1,3,4,2,42,2,11,39.955692,-75.163456,0.9126,NA,114,NA,0.5526,0.0965,0.1053,0.0526,0.0088,0,42100,42100,19500,22309,PS,26300,29881
Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,Accrediting Commission of Career Schools and Colleges,https://pagunsmith.edu/,1,1,1,1,3,42,2,21,40.496672,-80.068863,NA,NA,52,NA,0.8269,0.0192,0.0192,0,0,0.0192,NA,NA,12000,PS,PS,PS,40747
Cortiva Institute,King of Prussia,PA,19406,Commission on Massage Therapy Accreditation,www.cortiva.edu/,1,1,1,1,3,42,2,21,40.08063,-75.378356,NA,NA,145,NA,0.3103,0.5241,0.1103,0.0276,0,0,NA,NA,8093,8677,4339,PS,32094
Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,National Association of Schools of Arts and Design,pcad.edu/,1,1,3,3,2,42,2,13,40.041152,-76.308769,0.4431,NA,236,NA,0.7076,0.1271,0.0085,0.0593,0,0.0042,29450,29450,23980,27000,8750,30600,33301
University of Pennsylvania,Philadelphia,PA,19104-6303,Middle States Commission on Higher Education,www.upenn.edu/,1,1,3,4,2,42,2,11,39.950929,-75.19391,0.065,1546,10572,NA,0.3241,0.0813,0.1036,0.267,0.001,0.0001,63452,63452,14000,15715,12000,131600,111371
The University of the Arts,Philadelphia,PA,19102-4901,Middle States Commission on Higher Education,https://www.uarts.edu/,1,1,3,4,2,42,2,11,39.946017,-75.165888,0.8002,NA,1160,NA,0.4974,0.2112,0.1431,0.0414,0.0034,0.0026,51130,51130,23250,27000,9500,39100,38252
Cairn University-Langhorne,Langhorne,PA,19047-2990,Middle States Commission on Higher Education,www.cairn.edu/,1,1,3,4,2,42,2,21,40.165809,-74.909509,0.8098,NA,780,NA,0.6679,0.0769,0.0321,0.0295,0,0,31965,31965,17063,26926,5500,38700,44172
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,Middle States Commission on Higher Education,www.pcom.edu/,1,1,4,4,2,42,2,11,40.004885,-75.216092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,209300,138767
Community College of Philadelphia,Philadelphia,PA,19130-3991,Middle States Commission on Higher Education,www.ccp.edu/,1,1,2,2,1,42,2,11,39.962458,-75.165604,NA,NA,10821,NA,0.1921,0.4297,0.1798,0.0996,0.0025,0.0026,4632,12440,5500,10750,5226,35900,40852
University of Pittsburgh-Bradford,Bradford,PA,16701,Middle States Commission on Higher Education,https://www.upb.pitt.edu/,0,5,3,3,1,42,2,33,41.943415,-78.673701,0.9355,1071,1051,NA,0.6603,0.1389,0.0561,0.0428,0.0038,0.001,14620,26494,20500,24250,9500,61200,66125
University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,Middle States Commission on Higher Education,www.greensburg.pitt.edu/,0,5,3,3,1,42,2,21,40.276447,-79.532676,0.976,1158,1323,NA,0.7611,0.0726,0.0499,0.0423,0,0.0008,14630,26504,20500,24250,9500,61200,66125
University of Pittsburgh-Johnstown,Johnstown,PA,15904,Middle States Commission on Higher Education,www.upj.pitt.edu/,0,5,3,3,1,42,2,23,40.265957,-78.834163,0.9741,1153,2039,NA,0.7538,0.0481,0.052,0.0289,0.001,0.0005,14646,26520,20500,24250,9500,61200,66125
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,Middle States Commission on Higher Education,www.pitt.edu/,1,5,3,4,1,42,2,11,40.444388,-79.953254,0.4914,1380,19954,NA,0.6239,0.0541,0.0685,0.1406,0.0003,0.0001,21080,37320,20500,24250,9500,61200,66125
University of Pittsburgh-Titusville,Titusville,PA,16354,Middle States Commission on Higher Education,www.titusville.pitt.edu/home,0,5,2,2,1,42,2,32,41.628697,-79.664156,0.4571,NA,23,NA,0.9565,0,0,0.0435,0,0,11918,22210,20500,24250,9500,61200,66125
Beaver Falls Beauty Academy,Beaver Falls,PA,15010-4208,NA,bfbeauty.com/,1,1,1,1,3,42,2,21,40.754161,-80.320347,NA,NA,24,NA,0.5417,0.4583,0,0,0,0,NA,NA,9500,9500,PS,20600,22066
Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,Accrediting Commission of Career Schools and Colleges,www.pia.edu/,1,1,1,2,2,42,2,21,40.350804,-79.926575,NA,NA,541,NA,0.8096,0.0665,0.0518,0.0185,0,0.0018,17145,17145,12000,12230,5500,58600,66642
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,American Board of Funeral Service Education Committee on Accreditation,www.pims.edu/,1,1,2,2,2,42,2,11,40.459175,-79.930487,0.75,NA,352,NA,0.8295,0.0795,0.0142,0.0142,0,0,NA,NA,15009,19295,9500,38700,53524
Pittsburgh Technical College,Oakdale,PA,15071,Middle States Commission on Higher Education,www.ptcollege.edu/,1,1,2,3,2,42,2,41,40.424679,-80.189404,NA,NA,997,NA,0.7683,0.0963,0.0221,0.01,0.001,0.003,16974,16974,13166,17416,6333,37900,40770
Pittsburgh Theological Seminary,Pittsburgh,PA,15206-2596,Middle States Commission on Higher Education,https://www.pts.edu/,1,1,4,4,2,42,2,11,40.467347,-79.921397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,NA,
Point Park University,Pittsburgh,PA,15222-1984,Middle States Commission on Higher Education,www.pointpark.edu/,1,1,3,4,2,42,2,11,40.438768,-80.002061,0.8205,1150,2410,NA,0.6718,0.1241,0.1004,0.0207,0.0017,0.0012,36620,36620,20957,27000,14250,42400,45856
Joseph F McCloskey School of Nursing,Pottsville,PA,17901,Accreditation Commission for Education in Nursing,www.schuylkillhealthschoolofnursing.com/,1,1,1,1,2,42,2,32,40.683923,-76.189164,NA,NA,64,NA,0.9531,0.0313,0.0156,0,0,0,NA,NA,14000,14400,PS,PS,86138
The Salon Professional Academy-Altoona,Altoona,PA,16601-2419,National Accrediting Commission of Career Arts and Sciences,www.tspaaltoona.com/,1,2,1,1,3,42,2,23,40.467868,-78.404069,NA,NA,40,NA,0.975,0.025,0,0,0,0,NA,NA,6333,6333,3666,19300,20809
Reading Area Community College,Reading,PA,19603,Middle States Commission on Higher Education,https://www.racc.edu/,1,1,2,2,1,42,2,13,40.334861,-75.935086,NA,NA,3198,NA,0.3746,0.106,0.4562,0.0203,0.0028,0.0028,6060,11580,8250,8750,8250,34300,39082
Reading Hospital School of Health Sciences,Reading,PA,19611,Accreditation Commission for Education in Nursing,https://reading.towerhealth.org/academics/health-sciences/,1,1,1,1,2,42,2,13,40.32606,-75.950474,0.129,970,259,NA,0.7066,0.0695,0.166,0.0309,0,0,11445,11445,17250,20885,7500,60400,74572
Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,Middle States Commission on Higher Education,www.rrc.edu/,1,1,4,4,2,42,2,21,40.087689,-75.149506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Walnut Hill College,Philadelphia,PA,19104,Accrediting Commission of Career Schools and Colleges,https://www.walnuthillcollege.edu/,1,1,2,3,3,42,2,11,39.955098,-75.20749,1,NA,168,NA,0.4405,0.2679,0.0893,0.0476,0,0,23550,23550,12000,18765,8403,38800,36689
Robert Morris University,Moon Township,PA,15108-1189,Middle States Commission on Higher Education,www.rmu.edu/,1,1,3,4,2,42,2,21,40.520415,-80.210468,0.9377,NA,2738,NA,0.7615,0.0698,0.0351,0.0161,0.0026,0.0004,33767,33767,23250,26950,11000,53100,62105
Rosedale Technical College,Pittsburgh,PA,15205-9791,Accrediting Commission of Career Schools and Colleges,www.rosedaletech.org/,1,1,2,2,2,42,2,21,40.45205,-80.103926,0.7463,NA,417,NA,0.8153,0.1247,0.0288,0.0048,0.0024,0,15663,15663,12000,12000,5500,37500,47880
Rosemont College,Rosemont,PA,19010-1699,Middle States Commission on Higher Education,www.rosemont.edu/,1,1,3,4,2,42,2,21,40.033417,-75.32925,0.7558,NA,446,NA,0.2937,0.2444,0.1278,0.0157,0,0,21175,21175,27000,27000,17100,46700,48555
Saint Francis University,Loretto,PA,15940,Middle States Commission on Higher Education,www.francis.edu/,1,1,3,4,2,42,2,31,40.506734,-78.63904,0.7305,1142,1639,NA,0.8151,0.0598,0.0098,0.0238,0.0018,0.0018,40520,40520,27000,27000,10610,57400,62101
Saint Joseph's University,Philadelphia,PA,19131-1395,Middle States Commission on Higher Education,https://www.sju.edu/,1,1,3,4,2,42,2,11,39.994442,-75.238343,0.8868,1242,4978,NA,0.6714,0.0629,0.0904,0.1085,0.001,0.0004,49610,49610,21500,25500,8750,65900,86881
Saint Vincent College,Latrobe,PA,15650-2690,Middle States Commission on Higher Education,https://www.stvincent.edu/,1,1,3,4,2,42,2,21,40.29265,-79.403762,0.7337,1152,1335,NA,0.8112,0.0554,0.0487,0.015,0,0.0015,39903,39903,23250,27000,8250,52100,59982
Saint Vincent Seminary,Latrobe,PA,15650-2690,Middle States Commission on Higher Education,https://www.saintvincentseminary.edu/,0,1,4,4,2,42,2,21,40.29265,-79.403762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23250,27000,8250,52100,59982
Schuylkill Technology Center,Frackville,PA,17931,Pennsylvania State Board of Vocational Education,www.stcenters.org/,1,1,1,1,1,42,2,41,40.775735,-76.22938,NA,NA,33,NA,0.8182,0.0606,0.0606,0.0303,0,0,NA,NA,9873,15275,4750,40100,49148
University of Scranton,Scranton,PA,18510-4699,Middle States Commission on Higher Education,www.scranton.edu/,1,1,3,4,2,42,2,13,41.406556,-75.656915,0.8435,1237,3515,NA,0.7408,0.0356,0.1232,0.0356,0.0011,0.0011,50312,50312,25500,27000,6966,62300,74652
Seton Hill University,Greensburg,PA,15601,Middle States Commission on Higher Education,www.setonhill.edu/,1,1,3,4,2,42,2,21,40.309407,-79.557433,0.7834,1160,1615,NA,0.8037,0.0724,0.0384,0.0204,0.0006,0,40224,40224,23000,27000,8750,44500,51748
UPMC Shadyside School of Nursing,Pittsburgh,PA,15232,Accreditation Commission for Education in Nursing,https://www.upmc.com/shyson,1,2,1,1,2,42,2,11,40.454751,-79.939494,0.8421,NA,422,NA,0.6943,0.154,0.0758,0.0284,0.0024,0,16190,16190,12000,19666,4750,53100,68801
Sharon Regional School of Nursing,Sharon,PA,16146,Accreditation Commission for Education in Nursing,https://www.sharonregionalmedical.org/school-nursing-sharon,1,1,1,1,3,42,2,21,41.232638,-80.497236,NA,NA,23,NA,0.8261,0,0.0435,0,0,0,NA,NA,5500,10990,2958,PS,74189
Laurel Technical Institute,Hermitage,PA,16148,Accrediting Commission of Career Schools and Colleges,www.laurel.edu/,1,2,2,2,3,42,2,41,41.189936,-80.463868,0.952,NA,118,NA,0.7542,0.1441,0.0339,0,0,0,11470,11470,9080,10706,4980,19200,28311
Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,Middle States Commission on Higher Education,www.ship.edu/,1,1,3,4,1,42,2,31,40.057933,-77.522335,0.878,1090,4283,NA,0.7252,0.1286,0.0703,0.0152,0.0012,0.0002,13544,14272,16192,25000,8250,48200,56351
Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,Middle States Commission on Higher Education,https://www.sru.edu/,1,1,3,4,1,42,2,32,41.062719,-80.045965,0.7433,1060,6707,NA,0.8418,0.0444,0.0297,0.0091,0.0022,0.0006,10507,14615,19500,25000,8595,44800,53032
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,Middle States Commission on Higher Education,www.scs.edu/,1,1,3,4,2,42,2,21,39.99133,-75.255675,0.75,NA,32,NA,0.6563,0.0313,0.1875,0.0625,0,0,24060,24060,13000,PS,PS,PS,55225
South Hills Beauty Academy,Pittsburgh,PA,15216,National Accrediting Commission of Career Arts and Sciences,www.shnhbeauty.com/,1,1,1,1,3,42,2,21,40.38933,-80.041544,NA,NA,89,NA,0.6292,0.3258,0,0,0,0,NA,NA,3431,3431,2959,25300,23453
South Hills School of Business & Technology,State College,PA,16801-4516,Accrediting Commission of Career Schools and Colleges,www.southhills.edu/,1,2,2,2,3,42,2,13,40.775033,-77.855466,0.9787,NA,271,NA,0.9225,0.0185,0.0369,0.0111,0,0,19527,19527,12000,16000,6334,32900,35539
St Lukes Hospital School of Nursing,Bethlehem,PA,18015,Accreditation Commission for Education in Nursing,https://www.slhn.org/bethlehem,1,1,1,1,2,42,2,21,40.607054,-75.394494,NA,NA,337,NA,0.7033,0.1128,0.1751,0.0089,0,0,NA,NA,9834,14000,3167,56600,80244
