ID,Crash Type,Light Condition
4582,Not Head-On,Daylight
4583,Not Head-On,Daylight
4584,Not Head-On,Daylight
4585,Not Head-On,Daylight
4586,Not Head-On,Daylight
4587,Not Head-On,Not Daylight
4588,Not Head-On,Daylight
4589,Not Head-On,Not Daylight
4590,Not Head-On,Daylight
4591,Not Head-On,Not Daylight
4592,Not Head-On,Daylight
4593,Not Head-On,Daylight
4594,Not Head-On,Daylight
4595,Not Head-On,Daylight
4596,Not Head-On,Daylight
4597,Not Head-On,Daylight
4598,Not Head-On,Daylight
4599,Not Head-On,Daylight
4600,Not Head-On,Daylight
4601,Not Head-On,Daylight
4602,Not Head-On,Not Daylight
4603,Not Head-On,Not Daylight
4604,Not Head-On,Not Daylight
4605,Not Head-On,Not Daylight
4606,Not Head-On,Daylight
4607,Not Head-On,Daylight
4608,Not Head-On,Daylight
4609,Not Head-On,Not Daylight
4610,Not Head-On,Daylight
4611,Not Head-On,Daylight
4612,Not Head-On,Daylight
4613,Not Head-On,Daylight
4614,Not Head-On,Daylight
4615,Not Head-On,Not Daylight
4616,Not Head-On,Daylight
4617,Not Head-On,Not Daylight
4618,Not Head-On,Daylight
4619,Not Head-On,Daylight
4620,Not Head-On,Daylight
4621,Not Head-On,Not Daylight
4622,Not Head-On,Daylight
4623,Not Head-On,Daylight
4624,Not Head-On,Daylight
4625,Not Head-On,Not Daylight
4626,Not Head-On,Not Daylight
4627,Not Head-On,Daylight
4628,Not Head-On,Daylight
4629,Not Head-On,Daylight
4630,Not Head-On,Not Daylight
4631,Not Head-On,Daylight
4632,Head-on,Not Daylight
4633,Not Head-On,Not Daylight
4634,Not Head-On,Not Daylight
4635,Not Head-On,Not Daylight
4636,Not Head-On,Not Daylight
4637,Not Head-On,Daylight
4638,Not Head-On,Not Daylight
4639,Not Head-On,Not Daylight
4640,Not Head-On,Daylight
4641,Not Head-On,Daylight
4642,Not Head-On,Daylight
4643,Not Head-On,Not Daylight
4644,Not Head-On,Not Daylight
4645,Not Head-On,Daylight
4646,Not Head-On,Daylight
4647,Not Head-On,Daylight
4648,Not Head-On,Not Daylight
4649,Head-on,Daylight
4650,Not Head-On,Not Daylight
4651,Not Head-On,Daylight
4652,Not Head-On,Daylight
4653,Not Head-On,Daylight
4654,Head-on,Not Daylight
4655,Not Head-On,Daylight
4656,Not Head-On,Not Daylight
4657,Not Head-On,Not Daylight
4658,Not Head-On,Daylight
4659,Not Head-On,Daylight
4660,Not Head-On,Daylight
4661,Not Head-On,Not Daylight
4662,Not Head-On,Daylight
4663,Not Head-On,Daylight
4664,Not Head-On,Not Daylight
4665,Not Head-On,Daylight
4666,Not Head-On,Not Daylight
4667,Not Head-On,Daylight
4668,Not Head-On,Daylight
4669,Not Head-On,Not Daylight
4670,Not Head-On,Not Daylight
4671,Not Head-On,Daylight
4672,Not Head-On,Daylight
4673,Not Head-On,Daylight
4674,Not Head-On,Daylight
4675,Not Head-On,Not Daylight
4676,Not Head-On,Daylight
4677,Not Head-On,Not Daylight
4678,Not Head-On,Daylight
4679,Not Head-On,Not Daylight
4680,Not Head-On,Daylight
4681,Not Head-On,Not Daylight
4682,Not Head-On,Daylight
4683,Not Head-On,Daylight
4684,Not Head-On,Daylight
4685,Head-on,Daylight
4686,Not Head-On,Not Daylight
4687,Not Head-On,Daylight
4688,Not Head-On,Not Daylight
4689,Not Head-On,Daylight
4690,Not Head-On,Daylight
4691,Not Head-On,Daylight
4692,Not Head-On,Daylight
4693,Not Head-On,Not Daylight
4694,Not Head-On,Not Daylight
4695,Not Head-On,Daylight
4696,Not Head-On,Daylight
4697,Not Head-On,Daylight
4698,Not Head-On,Daylight
4699,Not Head-On,Not Daylight
4700,Not Head-On,Daylight
4701,Not Head-On,Daylight
4702,Not Head-On,Daylight
4703,Not Head-On,Not Daylight
4704,Not Head-On,Not Daylight
4705,Not Head-On,Daylight
4706,Not Head-On,Daylight
4707,Not Head-On,Daylight
4708,Not Head-On,Not Daylight
4709,Not Head-On,Daylight
4710,Not Head-On,Daylight
4711,Not Head-On,Daylight
4712,Not Head-On,Daylight
4713,Not Head-On,Daylight
4714,Not Head-On,Not Daylight
4715,Not Head-On,Daylight
4716,Not Head-On,Not Daylight
4717,Head-on,Daylight
4718,Not Head-On,Daylight
4719,Not Head-On,Daylight
4720,Not Head-On,Daylight
4721,Not Head-On,Not Daylight
4722,Not Head-On,Daylight
4723,Not Head-On,Not Daylight
4724,Not Head-On,Daylight
4725,Head-on,Daylight
4726,Not Head-On,Daylight
4727,Not Head-On,Daylight
4728,Not Head-On,Daylight
4729,Not Head-On,Daylight
4730,Not Head-On,Daylight
4731,Head-on,Daylight
4732,Not Head-On,Not Daylight
4733,Not Head-On,Daylight
4734,Not Head-On,Daylight
4735,Not Head-On,Not Daylight
4736,Not Head-On,Not Daylight
4737,Not Head-On,Daylight
4738,Not Head-On,Not Daylight
4739,Not Head-On,Not Daylight
4740,Not Head-On,Not Daylight
4741,Not Head-On,Daylight
4742,Not Head-On,Daylight
4743,Not Head-On,Daylight
4744,Not Head-On,Not Daylight
4745,Not Head-On,Not Daylight
4746,Head-on,Daylight
4747,Not Head-On,Not Daylight
4748,Not Head-On,Daylight
4749,Not Head-On,Not Daylight
4750,Not Head-On,Not Daylight
4751,Not Head-On,Not Daylight
4752,Not Head-On,Daylight
4753,Not Head-On,Daylight
4754,Not Head-On,Daylight
4755,Not Head-On,Not Daylight
4756,Not Head-On,Daylight
4757,Not Head-On,Daylight
4758,Not Head-On,Not Daylight
4759,Not Head-On,Daylight
4760,Not Head-On,Daylight
4761,Not Head-On,Not Daylight
4762,Not Head-On,Daylight
4763,Not Head-On,Not Daylight
4764,Not Head-On,Daylight
4765,Not Head-On,Daylight
4766,Not Head-On,Not Daylight
4767,Not Head-On,Daylight
4768,Not Head-On,Not Daylight
4769,Not Head-On,Daylight
4770,Not Head-On,Daylight
4771,Head-on,Not Daylight
4772,Not Head-On,Daylight
4773,Not Head-On,Daylight
4774,Not Head-On,Not Daylight
4775,Not Head-On,Daylight
4776,Not Head-On,Daylight
4777,Not Head-On,Daylight
4778,Not Head-On,Daylight
4779,Not Head-On,Not Daylight
4780,Not Head-On,Not Daylight
4781,Not Head-On,Not Daylight
4782,Not Head-On,Daylight
4783,Not Head-On,Daylight
4784,Not Head-On,Daylight
4785,Not Head-On,Daylight
4786,Not Head-On,Not Daylight
4787,Not Head-On,Daylight
4788,Not Head-On,Daylight
4789,Not Head-On,Not Daylight
4790,Not Head-On,Daylight
4791,Not Head-On,Daylight
4792,Not Head-On,Daylight
4793,Not Head-On,Daylight
4794,Not Head-On,Daylight
4795,Not Head-On,Daylight
4796,Not Head-On,Daylight
4797,Not Head-On,Not Daylight
4798,Not Head-On,Not Daylight
4799,Head-on,Not Daylight
4800,Not Head-On,Not Daylight
4801,Head-on,Not Daylight
4802,Not Head-On,Daylight
4803,Not Head-On,Daylight
4804,Not Head-On,Daylight
4805,Not Head-On,Daylight
4806,Head-on,Daylight
4807,Not Head-On,Daylight
4808,Head-on,Daylight
4809,Not Head-On,Daylight
4810,Not Head-On,Daylight
4811,Not Head-On,Daylight
4812,Not Head-On,Not Daylight
4813,Not Head-On,Daylight
4814,Not Head-On,Daylight
4815,Not Head-On,Not Daylight
4816,Not Head-On,Daylight
4817,Not Head-On,Daylight
4818,Not Head-On,Daylight
4819,Not Head-On,Daylight
4820,Not Head-On,Daylight
4821,Not Head-On,Daylight
4822,Not Head-On,Not Daylight
4823,Not Head-On,Daylight
4824,Not Head-On,Daylight
4825,Not Head-On,Daylight
4826,Not Head-On,Daylight
4827,Not Head-On,Not Daylight
4828,Not Head-On,Daylight
4829,Not Head-On,Daylight
4830,Not Head-On,Daylight
4831,Not Head-On,Daylight
4832,Not Head-On,Daylight
4833,Not Head-On,Not Daylight
4834,Not Head-On,Daylight
4835,Not Head-On,Daylight
4836,Not Head-On,Daylight
4837,Not Head-On,Not Daylight
4838,Not Head-On,Not Daylight
4839,Not Head-On,Daylight
4840,Not Head-On,Daylight
4841,Not Head-On,Not Daylight
4842,Not Head-On,Daylight
4843,Not Head-On,Daylight
4844,Not Head-On,Not Daylight
4845,Not Head-On,Daylight
4846,Not Head-On,Daylight
4847,Not Head-On,Not Daylight
4848,Not Head-On,Not Daylight
4849,Not Head-On,Daylight
4850,Not Head-On,Not Daylight
4851,Not Head-On,Daylight
4852,Not Head-On,Daylight
4853,Not Head-On,Daylight
4854,Not Head-On,Daylight
4855,Not Head-On,Daylight
4856,Not Head-On,Daylight
4857,Not Head-On,Daylight
4858,Not Head-On,Not Daylight
